ID,No. of Trucks,Received Date,Data Source,Manifest of,Description of Cargo,Cargo Category,Status,Quantity,Units,Donating Country/ Organization,Donation Type,Crossing,Destination Recipient/ Partner,Data Period,Data Entry Type,Last Edited Time,,,,,,,,
74312,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74313,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74314,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74315,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74316,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74317,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74318,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74319,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74320,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74321,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,20,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74322,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,15,Pallets,WFP,Humanitarian - UN,Western Erez,WFP,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74323,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour,Food Items,Received,15,Pallets,WFP,Humanitarian - UN,Western Erez,WFP,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74325,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour + Food Parcels,Food Items,Received,13,Pallets,JHCO + UNRWA,Humanitarian - UN,Western Erez,JHCO + UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74326,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Flour + Food Parcels,Food Items,Received,25,Pallets,WFP,Humanitarian - UN,Western Erez,WFP,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74343,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Food Parcels,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74344,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Food Parcels,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74345,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Food Parcels,Food Items,Received,20,Pallets,OXFAM,Humanitarian - INGO,Western Erez,Oxfam,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74360,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Hygiene Kits,Non-Food Items,Received,21,Pallets,IOM,Humanitarian - UN,Western Erez,IOM,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74361,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Hygiene Kits,Non-Food Items,Received,11,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74388,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Mixed Food Items,Food Items,Received,16,Pallets,RWW,Humanitarian - INGO,Western Erez,RWW,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74419,1,2025-01-10,WFP LC,Non-Manifest (2025-01-10),Water + Flour + Food Parcels,Food Items,Received,25,Pallets,WFP,Humanitarian - UN,Western Erez,WFP,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
73877,1,2025-01-09,UNRWA,Non-Manifest (2025-01-09),Flour,Food Items,Received,26,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
73878,1,2025-01-09,UNRWA,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
73879,1,2025-01-09,UNRWA,Non-Manifest (2025-01-09),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
73880,1,2025-01-09,UNRWA,Non-Manifest (2025-01-09),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
73881,1,2025-01-09,UNRWA,Non-Manifest (2025-01-09),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74192,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Blankets + Lentils + Bulgur + Rice,Food Items,Received,7,Pallets,WFP + PUI,Humanitarian - UN,Western Erez,WFP + PUI,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74199,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Canned Beef,Food Items,Received,10,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74200,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Canned Beef,Food Items,Received,9,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74206,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Charcoal,Non-Food Items,Received,16,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74207,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Charcoal,Non-Food Items,Received,16,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74208,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Children Clothes,Non-Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74209,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Children Clothes,Non-Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74210,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Children Clothes,Non-Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74211,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Children Clothes + Flour,Mixed Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74212,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Clothes,Non-Food Items,Received,10,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74213,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Clothes + Mixed Food,Mixed Items,Received,21,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74248,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74249,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74250,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74251,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74252,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74253,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74254,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74255,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74256,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74257,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74258,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74259,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74260,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74261,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74262,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74263,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74264,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74265,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74266,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74267,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74268,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74269,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74270,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74271,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74272,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74273,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74274,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74275,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74276,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74277,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74278,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74279,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74280,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74281,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74282,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Western Erez,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74283,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,8,Pallets,JHCO,Humanitarian - INGO,Western Erez,JHCO,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74284,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74285,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74286,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74287,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74288,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74289,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74290,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74291,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74292,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74293,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74294,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,13,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74295,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74296,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74297,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74298,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74299,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74300,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74301,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74302,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74303,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,12,Pallets,WFP,Humanitarian - UN,Gate 96,WFP,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74304,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74305,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74306,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74307,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74308,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74324,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Flour + Charcoal,Mixed Items,Received,15,Pallets,WCK,Humanitarian - INGO,Gate 96,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:06,,,,,,,,
74337,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Food Parcels,Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
74338,1,2025-01-09,WFP LC,Non-Manifest (2025-01-09),Food Parcels,Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:00,,,,,,,,
